global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
1237.279502535744	n/a	1530860.5673950985	n/a	1794.326803185474	n/a	n/a	3219608.676629803	1188.8548417365414	n/a	n/a	1413375.834720417	1308.736937555138	1212.384556957752	n/a	n/a	n/a	n/a	-0.0051922551	-0.0771028608	0.0074424467	-0.101676621	0.1517379785	-0.0276012532	0.0136282711	-0.0357983729	0.118445964	-0.0192364375	0.06825154	-0.0858014871	0.1590436659	-0.1850857665	0.0500676154	0.1409580365	-0.1857935504	0.0721289232	-0.0963184452	0.0951928762	-0.0123976596	0.0449460513	-0.1069039323	0.0303870765	-0.0966039303	0.0505530731	-0.1683758246	0.1077390015	-0.0203499462	0.1085379133	-0.1522146641	-0.1637043882	0.0948619321	-0.0040131972	-0.0088710094	-0.0138627255	-0.0204451811	0.0431290288	-0.0282857076	0.1005057976	-0.0215108526	0.0564373475	-0.1127822987	0.0524355747	-0.134743997	0.0774324295	-0.0051015808	0.1518342211	-0.1902920759	0.2403655961	-0.0968900015	0.0850911262	-0.1116541219	0.1482387958	-0.0181854696	0.1091687238	-0.0674832064	0.0966398599	0.0184886415	-0.1230516446	-0.0122617317	-0.0822487773	0.0262204855	-0.1273619889	0.0947215781	-0.0398996527	0.0712282539	-0.1716300723	0.0204613942	-0.128661658	0.1017504013	-0.1071721853	-0.1173601878	0.094395061	-0.0741103756	0.1745157034	-0.003603134	0.085148207	-0.026057309	0.0390012789	-0.0873307346	0.1262705892	-0.0557445647	0.1178268664	0.1017868324	0.153366806	0.1532882396	0.0067839368270483	n/a	4.602179887338215e-05	n/a	-0.0031902771486898	n/a	1.017786828545232e-05	n/a	-0.0197550808451438	n/a	0.0003902632191981	n/a	0.0009700456260095	n/a	9.409885165401628e-07	n/a	0.0006899357762988	n/a	4.760113754170279e-07	n/a	-0.0001318346165702	n/a	1.7380366126211653e-08	n/a	0.0	0.0
1237.447345618031	0.1678430822869359	1531275.9331771107	0.0281713002715791	1787.3202731253086	-7.00653006016546	49.091463484002205	3194513.758724728	1189.2333161803497	0.3784744438082725	0.1432429046159812	1414275.8803133117	1308.148480032953	1243.528984308702	1.358934	24.657333	0.0927707787172835	0.0435257805400859	0.0432949126	0.135251631	0.0633235115	0.1686617833	-0.02715805	-0.1046093877	-0.1807757954	-0.1153192776	-0.0697522891	-0.0940542449	0.0986609545	0.1122688055	0.2716310855	0.041613195	-0.2249356536	-0.0298541295	-0.1178489195	0.1096173598	-0.2137687532	-0.0887853571	0.0325256112	0.1772228517	-0.0156946486	-0.2058655095	-0.1567312773	-0.0072361812	0.0701042457	0.0074196183	0.0157081726	0.0304627647	0.0048481581	-0.0446516391	0.0627454207	-0.0729610109	-0.066564559	0.1040773716	-0.0076240381	0.035254022	-0.0055348752	0.0231271302	0.1415499403	-0.1710684733	0.0064936348	0.0188812112	0.0395118723	0.3286229477	0.1947374722	-0.056255144	-0.1368359301	0.0307951729	-0.0903572155	-0.0712708508	0.0130988673	0.0291424876	-0.0447907619	0.0530769842	-0.0465774277	0.0766706013	0.020653604	0.0041113544	0.0983484494	-0.0781118435	0.0116917512	-0.0535139274	0.2880515688	0.1017100298	-0.1203963766	0.032412228	0.0896003117	0.0054698988	-0.1980883424	-0.0989589944	0.0929645577	-0.0032415479	-0.0116759679	0.1192377721	-0.0766011248	0.0269810516	-0.1024860212	0.1988670018	0.139346373	-0.2150727131	-0.0620913486	0.0780772127	-0.1266038531	0.1531573254	0.1524510324	0.021710303973407	0.0149263671463587	0.0004713372986177	0.0002227964361878	-0.0180566074475905	-0.0148663302989007	0.0003260410725163	0.000221007776556	-0.0288329582275181	-0.0090778773823743	0.0008313394801498	8.240785776942289e-05	0.0013110029778426	0.0003409573518331	1.7187288079121646e-06	1.1625191576904037e-07	0.0012969982891153	0.0006070625128165	1.6822045619680154e-06	3.6852489446708323e-07	-1.850403426802887e-06	0.0001299842131433	3.4239928419238668e-12	1.6895895666508092e-08	0.0	0.0
1237.77653851859	0.3291929005590646	1532090.7593070627	0.1083679657784901	1796.386528628996	9.066255503687444	82.19698885814286	3227004.560239735	1188.9896878648078	-0.243628315541855	0.0593547561337616	1413696.4778488532	1307.6520674700898	1223.8139268695045	1.369371	24.846712	0.0643997763595747	0.0330863415318574	-0.0062714778	-0.0674026008	0.0388007942	-0.116810373	0.1556055182	-0.0379651133	-0.0096243009	-0.0182392994	0.1372914043	-0.1603810152	0.0667986038	-0.0597775585	0.1477912654	-0.0815746238	0.0222562948	0.0186424823	-0.1149028786	0.1575584256	0.0761895941	-0.0312210601	0.0889505428	-0.0744837313	0.027479213	-0.0356756811	0.0254534419	-0.0531865399	-0.3060606569	-0.1143329525	-0.2986116456	0.0786684291	-0.0564178115	0.0860932741	-0.000197233	-0.0926691568	0.2140999217	0.1487840961	-0.1226291488	0.1806664387	0.0492657484	0.0619043447	-0.061203129	0.0405403345	-0.1775128194	0.0349465742	-0.1671454495	0.1996088398	0.001097008	0.0765823552	-0.2512222659	-0.015470459	0.0871045411	0.1472774605	0.0403841056	0.0811022675	0.1359784641	0.019010709	-0.2546644266	0.024425398	-0.0665659366	-0.0013661747	-0.2217936196	-0.0960254216	0.0163474408	-0.2475287359	-0.0065999248	0.0061669644	-0.0585085812	-0.1060287351	-0.1780602064	-0.1439304505	-0.0545381611	-0.110753488	-0.0560168357	-0.0111053684	-0.0678115025	0.0935201625	-0.0334682021	0.0379698801	-0.0198385909	-0.0986454245	-0.0555799647	0.205177051	-0.1159298459	0.0938696795	0.056839346	0.1527386503	0.1507811905	0.0138283999900892	-0.0078819039833178	0.0001912246462858	6.212441040224102e-05	-0.0334802198130006	-0.0154236123654101	0.0011209251187268	0.0002378878183984	-0.0307804625666747	-0.0019475043391566	0.0009474368758184	3.7927731510337903e-06	0.0009550006534573	-0.0003560023243853	9.1202624810387e-07	1.2673765496773638e-07	0.000871000000169	-0.0004259982889462	7.58641000294398e-07	1.814745421851753e-07	-9.159033245989198e-07	9.345001022039672e-07	8.388789000113544e-13	8.732904410192249e-13	0.0	0.0
1239.9406427655258	2.1641042469357217	1537452.7975817854	4.683347191605227	1797.257930624074	0.8714019950780312	0.7593414370259731	3230136.069191129	1192.7753667721804	3.785678907372585	14.331364789725688	1422713.0755785096	1309.611568764212	1235.8977786819369	1.304931	23.677467	0.1027444036895934	0.0552250334132402	-0.0757576508	0.1117198839	0.0546676706	0.0747176201	-0.082475217	0.0017566615	-0.1570438547	0.0601990302	-0.0566032451	-0.0422302193	-0.0380000675	-0.0921116138	0.1260374585	0.122435338	-0.0879421475	-0.1211499508	0.0647280511	0.0149524355	0.0299597529	0.0429524285	0.1501623759	0.0853462979	-0.1440969012	-0.0870862085	0.0792657028	-0.0337576093	0.1109015012	0.0313048742	0.0333016248	0.1302981429	0.0058895003	0.0590613891	-0.0675778111	0.058436582	0.0536105142	0.113685504	-0.0241294125	-0.0343920461	0.1146842549	-0.0134814349	0.0572028649	-0.1671633213	-0.115052066	0.0827958399	-0.008117719	0.0256272679	-0.0012289623	-0.23148947	0.0165409181	-0.0552389867	0.0365936164	0.1193490884	0.0120410436	0.0081166408	0.0799735974	0.018341006	0.1385727545	-0.0152444435	0.0340813395	-0.1226169438	-0.0726764667	-0.0253740925	-0.073198248	-0.1176481965	0.1921288564	0.0177850414	-0.0160219548	0.0776154352	-0.0395277957	0.1291592645	-0.0438311731	0.1718364805	0.102565499	-0.1213543405	0.0079060695	-0.0535417881	0.1217183101	0.0503411756	-0.204680674	-0.0518220458	0.1353742487	0.0508613895	0.0847872657	0.1262501838	-0.1678689537	0.1521113526	0.148287834	0.0219027053062603	0.0080743053161711	0.0004797284997328	6.519440633874889e-05	-0.0073041453931494	0.0261760744198512	5.3350539924265605e-05	0.0006851868720335	0.0143943907846164	0.0451748533512911	0.0002071984860602	0.0020407673753106	0.0008755967492518	-7.94039042055e-05	7.666696673003195e-07	6.3049800030762205e-09	0.0010799219883053	0.0002089219881362	1.1662315008252723e-06	4.364839712682426e-08	-0.0001789734230284	-0.0001780575197038	3.203148615050262e-08	3.1704480323069515e-08	0.0	0.0
1240.7130129912891	0.7723702257633249	1539368.7806059227	0.5965557656456895	1809.8149708714973	12.557040247423174	157.67925977540546	3275430.2287905985	1193.0730762700923	0.2977094979119101	0.0886309451469616	1423423.3653205817	1313.5134804398542	1237.604060810655	1.233654	22.38418	0.0905699915740718	0.0557659911091212	0.0180631855	-0.042371045	-0.1182848695	-0.0645138984	0.0068744479	0.1372949783	0.1012135024	0.0297654516	-0.0636311475	0.0735044418	-0.0367530235	-0.0308367286	0.0393304299	-0.0396922632	-0.0279928436	-0.0842486039	0.158065042	0.0624645569	0.0692620184	-0.042234638	0.0669890377	0.023827339	0.2243768183	0.0484466972	0.1227387774	0.0453470227	0.1075344552	-0.0399935624	0.1278252218	-0.0198180702	-0.0187277341	-0.1403302674	0.0339552807	0.165454542	-0.0958196573	-0.1157108633	0.0259079837	-0.0867445068	0.0364429543	-0.0749732761	-0.0248983989	0.1473832258	0.1344502212	-0.0422481443	-0.2168858532	-0.0141608038	0.0145204468	-0.1516663283	-0.0636031332	0.0409489461	-0.0452595952	-0.0198754014	0.1109174243	-0.0048921851	0.0714503766	-0.0075687153	0.1365899182	-0.0794292026	-0.073268555	0.0421454634	-0.0444110156	-0.0038268615	0.1215922261	-0.0617590441	0.0404058074	0.0237429925	-0.1098734711	0.1895671587	-0.0477879168	-0.1227494079	0.1821096034	0.0647243442	-0.1720018312	-0.0255049667	0.0586398498	0.0448618326	-0.0154058739	0.1759446298	-0.0536646894	0.0126869938	-0.0583259345	0.0951508585	0.0359627394	0.0999560353	0.1328483944	0.151276289	0.1449845808	0.0129099932406688	-0.0089927120655915	0.0001666679254741	8.086887029463493e-05	-0.0600569706988949	-0.0527528253057455	0.0036068397295279	0.0027828605777385	0.019037118995179	0.0046427282105626	0.0003624118996366	2.155492523715381e-05	0.0007870012709146	-8.859547833720005e-05	6.193710004211956e-07	7.849158781797284e-09	0.0012969984592678	0.0002170764709624	1.6822050033430469e-06	4.712219424553309e-08	-1.0108524846541762e-06	0.0001779625705437	1.0218227457315214e-12	3.167067651453771e-08	0.0	0.0
1240.3436399647117	-0.3693730265774775	1538452.3452009102	0.1364364327630059	1799.073637775991	-10.741333095506208	115.37623666861694	3236665.954140538	1191.2920726907664	-1.7810035793258976	3.171973749571659	1419176.8024558623	1312.093493696572	1226.7210557786946	1.267096	22.990973	0.0245661105920764	0.0173942949931831	-0.1730695585	0.0735958685	0.0359751907	0.079920705	-0.1716781789	-0.062584369	-0.0474591126	0.0323014383	0.0966159288	0.1246632133	-0.0094340089	-0.09269049	0.0507161248	0.0097046521	-0.1040512795	-0.1662516213	-0.1452347897	0.0273767649	0.1003023601	0.0900638424	0.237268153	0.1105853128	0.0114997321	0.0908616558	-0.042644837	0.0601792756	-0.0354060134	-0.25090891	0.2135007141	0.0578493845	0.084076923	0.0249811545	-0.0076193572	0.0418594702	-0.0117544139	-0.0785351443	-0.1079081451	-0.0145289181	0.0973917226	0.095188831	-0.0785076709	-0.0746004062	-0.0701630639	0.11781948	0.0848499536	-0.0342185904	0.0899236029	-0.2017724765	0.0884352824	0.1368629898	-0.0831157525	-0.0413450428	0.1546066117	-0.1123976236	-0.0161405741	-0.1586194658	-0.0027363357	0.0252310817	0.024685562	0.0109001639	-0.010372242	0.0141293807	-0.0995741449	-0.2125311593	0.0571011754	-0.0179546752	-0.0236904525	0.0931136751	0.0855409655	-0.1136635464	0.0926904633	0.0679505649	0.0485899448	-0.1801148564	-0.05662873	-0.1608342678	0.1768709418	0.0393350516	-0.0908400386	0.2409890135	-0.0803128443	0.0609947498	0.1252002773	-0.0003640498	-0.1144976614	0.1502346003	0.1408894722	0.0157196949739955	0.0028097017333267	0.0002471088100754	7.894423830259067e-06	-0.0540129503290103	0.0060440203698845	0.0029173988032441	3.653018223157997e-05	0.019039025594651	1.906599471999254e-06	0.0003624844955937	3.635121546627834e-12	0.0004730007250756	-0.0003140005458389	2.2372968592204333e-07	9.859634278718993e-08	0.0012970028235828	4.3643150001056175e-09	1.682216324381756e-06	1.9047245420146892e-17	-8.06124850790573e-07	2.0472763386360319e-07	6.498372750621237e-13	4.191340406738954e-14	0.0	0.0
1241.1621920762343	0.8185521115226493	1540483.5870394832	0.6700275592781877	1799.0179586300906	-0.0556791459005125	0.0031001672882105	3236465.615473578	1190.1770422924524	-1.1150303983140477	1.2432927891643837	1416521.39200001	1312.6400112944525	1238.329593559221	1.300005	23.588081	0.0379010816519027	0.0281483411351207	0.0485720749	-0.0030780386	-0.1773291669	-0.0630113825	-0.0784456278	0.0730760778	-0.0551593752	-0.0104445637	-0.2455499429	0.0982421451	0.041696196	-0.0466728206	0.1450139358	-0.0630488715	0.1062405102	-0.0649359741	0.0457742383	0.0268768041	-0.0423040497	0.0084344694	-0.0526591821	0.081152333	0.0401329135	-0.0932666635	-0.0375903371	0.1670086032	0.0542015632	0.1156440942	0.0583912374	0.1043868389	0.1712243216	0.0046147347	0.1434964384	-0.0956679608	-0.2239233343	-0.0358378258	0.1452965799	0.1207262476	0.0270572961	-0.0617678345	0.0927574287	0.0862643728	0.0247899808	-0.0957892814	-0.1436348055	0.0535160798	0.0766344885	-0.1472400328	0.0373936217	0.1044488935	0.0062353465	-0.2363792399	0.0138276635	-0.1540463261	-0.1861593731	0.1109199754	-0.079036887	0.0222286144	-0.0106240679	0.0052618112	-0.0025877764	-0.003154548	0.0623268962	0.00450625	0.1097759442	0.1071436817	0.0037900874	0.0636014309	0.0577198946	-0.1070733343	0.000493913	-0.0266275396	-0.0367227725	0.1377622658	0.2949941634	0.0796276289	0.1156770716	0.0914587661	0.0813057206	0.1599068845	0.0273807125	-0.2198344854	0.1507440132	-0.111326179	0.0643518872	0.1489877092	0.136024874	0.017359759576081	0.0016400646020854	0.0003013612525393	2.689811899013868e-06	-0.0277519861582931	0.0262609641707172	0.00077017273573	0.0006896382391756	0.029039078473751	0.0100000528791	0.0008432680786046	0.0001000010575847	0.0004730007250756	0.0	2.2372968592204333e-07	0.0	0.0012970028235828	0.0	1.682216324381756e-06	0.0	-8.06124850790573e-07	0.0	6.498372750621237e-13	0.0	0.0	0.0
1241.0382347766515	-0.1239572995827984	1540175.9001775472	0.0153654121198596	1806.4098485310872	7.391889900996603	54.64003630845557	3263116.5408701054	1191.9073787996138	1.7303365071613823	2.994064428015453	1420643.199636966	1313.532419103355	1223.708060431802	1.205138	21.86677	0.0462185955708385	0.025347989562766	-0.0343437706	-0.063138681	0.1103084659	-0.049886546	0.1175492341	-0.082138262	0.0646202323	0.0375948338	0.0039104536	0.0567408593	-0.0031538181	-0.060431609	-0.0746324368	0.0941908083	-0.0588693605	0.0124922208	0.0924698784	0.1596605823	0.0037151357	-0.0712452894	-0.0915774463	0.060058273	0.113531663	-0.0713401796	-0.0933635325	0.0483563209	-0.0589339889	0.0673596022	0.0418621395	0.0798036501	0.049144173	0.1045036756	-0.1082182773	0.0948492445	0.0496187454	-0.1543252423	0.0681973501	0.024934965	0.0140964669	0.1023299026	0.0155329088	0.0293092985	0.1001376488	0.1240323637	-0.0671164516	0.0179559186	-0.075462704	0.007721095	-0.1306886561	-0.0855967367	0.0236167781	-0.0357069585	-0.0409668031	0.0529397059	-0.1215116594	0.1987289556	0.0515876034	0.0803746705	0.0858840113	0.1036410332	0.0948420361	0.0402506248	0.0343481733	-0.0461360254	0.0779329451	-0.0550175762	-0.1147710303	-0.1338873781	-0.0609507565	-0.1136795417	0.0711630043	0.049477577	-0.1665976126	0.0717255474	0.1087979323	-0.0867222598	-0.049730185	-0.0821440941	0.0802629156	-0.1024268078	0.0315486972	-0.0096385297	-0.0960517651	0.0318036983	0.2159688951	0.1475373187	0.1304173552	0.0142636348714262	-0.0030961247046548	0.0002034512797453	9.585988186773784e-06	-0.0323369472650512	-0.0045849611067581	0.0010456781584227	2.1021868350484468e-05	0.0437483180828834	0.0147092396091324	0.0019139153350811	0.0002163617298788	0.0005450001655372	7.199944046159997e-05	2.970251804355754e-07	5.183919426783479e-09	0.0008929999803066	-0.0004040028432762	7.97448964827588e-07	1.6321829737525385e-07	-2.430055827249062e-07	5.631192680656668e-07	5.905171323547124e-14	3.171033100668124e-13	0.0	0.0
1241.0189646002937	-0.0192701763578497	1540128.070497585	0.0003713396968626	1805.3195436850365	-1.0903048460506852	1.1887646573216084	3259178.6548111485	1191.9697526953687	0.0623738957549449	0.0038905028716487	1420791.8913406583	1313.589474774789	1255.299602192491	1.287638	23.363701	0.0228528828883582	0.0149048572958475	0.0502565213	0.1709221362	-0.0619086674	-0.0410784535	0.1088754074	0.1097469926	0.0268542889	0.1844717228	0.0267746997	0.0450785761	0.2096046275	0.0926239895	0.00504506	-0.0315472643	0.0720607026	-0.0588602635	-0.0078486342	0.0614218498	0.1941695028	-0.0516666967	0.1268192077	0.1765555556	0.0931917976	0.0439879567	0.0134320194	-0.1942511329	-0.0199775511	0.0173317296	-0.1228614348	-0.0268141569	-0.1457968644	-0.0988109062	0.2000509494	-0.1025792183	-0.1242131572	-0.0249634074	0.0110250086	-0.1073417135	0.0581688487	-0.1718648921	-0.1325335406	0.0843845928	-0.0082730051	0.1524344516	-0.0246104346	0.0249647719	0.088563867	-0.0845656983	-0.0367859892	-0.1018850081	-0.1505267636	0.0594511379	-0.2517821288	0.0320119653	-0.0509797149	-0.2260371169	-0.0427784757	0.0804766651	-0.1287993475	0.0665442875	-0.1989459798	0.0209327143	-0.0380592507	-0.0808846544	-0.0296043343	0.2215583021	0.0250795311	-0.0263136641	-0.1743451086	-0.0192022137	-0.0465118921	0.0446403475	0.1371499788	-0.0778443429	-0.0752221814	4.37127e-05	-0.0950978155	-0.1148630027	0.1383730395	0.1305728587	-0.0872312486	-0.0131906417	0.0786450463	-0.0759776004	-0.048826507	0.1458854101	0.124097542	0.0167654712539473	0.0025018363825211	0.0002810810263669	6.259185284906273e-06	-0.0388206040200174	-0.0064836567549661	0.0015070392964789	4.203780491621881e-05	0.0455103180655811	0.0017619999826976	0.0020711890504303	3.104643939026675e-06	0.0003030003046844	-0.0002419998608527	9.180918463883925e-08	5.8563932652774556e-08	0.0008930000607361	8.042949997417309e-11	7.974491084746782e-07	6.4689044660955085e-21	-1.3515150156060297e-07	1.0785408116430325e-07	1.8265928374085662e-14	1.1632502823796111e-14	0.0	0.0
1240.0801561796886	-0.938808420605028	1537798.793750641	0.8813612505989071	1806.6365331014	1.3169894163634126	1.734461122813242	3263935.562736646	1192.5228055756668	0.5530528802980825	0.3058674884060052	1422110.6418180596	1315.7164216341027	1232.1039538319171	1.363931	24.748003	0.0504826354018165	0.0263754327000261	-0.0236590995	-0.1023399912	0.1421000051	-0.0595218683	0.0486078569	-0.1015394895	0.0549392169	-0.1000979126	0.0801506435	0.084004562	0.1121159952	-0.153900178	-0.1233801729	0.1141281253	-0.0363280402	-0.0407813846	-0.0052997659	0.0521393406	-0.1011583001	0.0211932909	-0.238017797	-0.0656895562	0.0420756203	-0.149998447	0.1468465716	-0.027328444	-0.0415679704	0.0433132495	0.0326014026	-0.0210854218	-0.1037196422	0.029344905	-0.0049500789	0.3766109646	-0.1395801338	-0.0173350254	0.1558336564	-0.1711689237	-0.0558556791	0.1711444564	0.1332235063	0.0425786725	0.0591800874	0.0756380371	-0.0096639943	-0.0196560998	0.0381084196	0.077278149	0.1351828123	-0.1562741291	0.089484396	-0.0277389807	-0.1850301943	-0.2163005104	-0.2002890479	0.092643936	0.1338532581	-0.2000658898	0.001465969	-0.1670613772	-0.1489735705	0.040413832	0.028158694	-0.0185606124	0.1170775958	-0.1253976097	0.0432813974	-0.021564518	-0.1739193186	0.032141639	-0.0745952072	0.0135063691	-0.0881679139	-0.056947765	0.029962773	-0.05185574	-0.0036596856	-0.0813468355	-0.0234238647	-0.1480392557	0.1049973833	-0.0656445009	0.2402492685	-0.2576432071	0.0293659336	0.1440342395	0.1170999511	0.0135903278191165	-0.0031751434348308	0.000184697010231	1.008153583174914e-05	-0.018813566007978	0.0200070380120394	0.0003539502659365	0.0004002815700151	0.0556562192738709	0.0101459012082898	0.0030976147438611	0.0001029393113283	0.0001229997655813	-0.000180000539103	1.5128942333054755e-08	3.240019407740662e-08	0.0007300000684968	-0.0001629999922393	5.329001000053327e-07	2.6568997470011856e-08	-4.46279108290464e-08	9.052359073155657e-08	1.9916504249653168e-15	8.194520478934354e-15	0.0	0.0
